datetime,cloud_cover,month
2025-07-29 16:38:57.331000+00:00,33.39,7
2025-07-29 16:38:45.303000+00:00,52.43,7
2025-07-29 16:33:11.896000+00:00,92.37,7
2025-07-29 16:37:10.718000+00:00,94.54,7
2025-07-29 16:34:48.579000+00:00,55.48,7
2025-07-29 16:31:57.238000+00:00,85.72,7
2025-07-29 16:22:34.353000+00:00,50.32,7
2025-07-29 16:32:56.191000+00:00,50.26,7
2025-07-29 16:45:05.439000+00:00,39.71,7
2025-07-29 16:36:24.960000+00:00,11.99,7
2025-07-29 16:34:18.356000+00:00,83.14,7
2025-07-29 16:22:31.643000+00:00,0.0,7
2025-07-29 16:45:05.017000+00:00,64.14,7
2025-07-29 16:44:17.189000+00:00,52.26,7
2025-07-29 16:33:28.908000+00:00,12.38,7
2025-07-29 16:36:11.868000+00:00,86.08,7
2025-07-29 16:35:30.496000+00:00,45.66,7
2025-07-29 16:35:03.447000+00:00,18.16,7
2025-07-29 16:32:06.457000+00:00,23.83,7
2025-07-29 16:35:07.555000+00:00,65.44,7
2025-07-29 16:44:16.321000+00:00,22.53,7
2025-07-29 16:43:50.166000+00:00,18.23,7
2025-07-29 16:32:20.991000+00:00,29.95,7
2025-07-29 16:36:44.467000+00:00,20.65,7
2025-07-29 16:34:38.277000+00:00,75.62,7
2025-07-29 16:33:47.645000+00:00,30.05,7
2025-07-29 16:33:11.464000+00:00,42.0,7
2025-07-29 16:36:03.416000+00:00,67.46,7
2025-07-29 16:21:14.454000+00:00,11.66,7
2025-07-29 16:22:35.910000+00:00,85.59,7
2025-07-29 16:44:56.013000+00:00,53.22,7
2025-07-29 16:43:45.408000+00:00,72.71,7
2025-07-29 16:33:25.352000+00:00,79.38,7
2025-07-29 16:33:59.352000+00:00,90.36,7
2025-07-29 16:33:21.999000+00:00,99.4,7
2025-07-29 16:43:39.087000+00:00,96.92,7
2025-07-29 16:33:23.312000+00:00,96.45,7
2025-07-29 16:33:40.729000+00:00,94.66,7
2025-07-29 16:33:39.921000+00:00,98.88,7
2025-07-29 16:33:17.397000+00:00,99.98,7
2025-07-27 16:57:21.314000+00:00,88.05,7
2025-07-27 16:59:38.344000+00:00,98.49,7
2025-07-27 17:00:10.409000+00:00,96.43,7
2025-07-27 16:56:43.036000+00:00,97.75,7
2025-07-27 16:57:56.320000+00:00,98.8,7
2025-07-27 16:58:30.720000+00:00,98.55,7
2025-07-27 17:00:00.957000+00:00,97.05,7
2025-07-27 16:57:55.941000+00:00,91.93,7
2025-07-27 16:58:42.994000+00:00,97.8,7
2025-07-27 17:01:00.102000+00:00,89.84,7
2025-07-27 16:58:36.360000+00:00,99.81,7
2025-07-27 16:58:29.855000+00:00,99.81,7
2025-07-27 16:57:16.942000+00:00,99.77,7
2025-07-27 16:58:39.742000+00:00,99.94,7
2025-07-27 16:59:59.319000+00:00,99.98,7
2025-07-27 17:01:57.477000+00:00,97.01,7
2025-07-27 16:57:45.003000+00:00,97.03,7
2025-07-27 16:59:22.838000+00:00,99.87,7
2025-07-27 16:58:32.795000+00:00,94.09,7
2025-07-26 17:40:28.295000+00:00,7.1,7
2025-07-26 17:44:14.293000+00:00,41.83,7
2025-07-26 17:42:19.376000+00:00,20.99,7
2025-07-26 17:43:55.381000+00:00,10.21,7
2025-07-26 17:42:56.962000+00:00,61.46,7
2025-07-26 17:40:34.056000+00:00,0.0,7
2025-07-26 17:42:00.114000+00:00,52.44,7
2025-07-26 17:41:51.827000+00:00,80.49,7
2025-07-26 17:42:03.206000+00:00,56.56,7
2025-07-26 17:42:06.265000+00:00,50.17,7
2025-07-26 17:42:23.035000+00:00,45.68,7
2025-07-26 17:43:26.021000+00:00,53.55,7
2025-07-26 17:42:53.066000+00:00,23.65,7
2025-07-26 17:41:29.386000+00:00,51.02,7
2025-07-26 17:43:09.271000+00:00,14.88,7
2025-07-26 17:43:36.794000+00:00,35.74,7
2025-07-26 17:42:13.740000+00:00,10.0,7
2025-07-26 17:41:08.973000+00:00,0.98,7
2025-07-26 17:40:36.955000+00:00,66.93,7
2025-07-26 17:43:14.385000+00:00,15.47,7
2025-07-26 17:43:11.765000+00:00,24.12,7
2025-07-26 17:41:48.277000+00:00,86.62,7
2025-07-26 17:40:52.563000+00:00,27.07,7
2025-07-26 17:40:47.264000+00:00,97.52,7
2025-07-26 17:42:23.336000+00:00,37.82,7
2025-07-26 17:42:57.379000+00:00,41.57,7
2025-07-26 17:41:47.873000+00:00,85.07,7
2025-07-26 17:41:30.199000+00:00,80.71,7
2025-07-26 17:43:52.704000+00:00,52.68,7
2025-07-26 17:42:30.013000+00:00,58.06,7
2025-07-26 17:41:58.450000+00:00,88.85,7
2025-07-26 17:44:05.683000+00:00,95.71,7
2025-07-26 17:43:46.152000+00:00,62.22,7
2025-07-26 17:41:59.834000+00:00,42.6,7
2025-07-26 17:43:12.771000+00:00,90.47,7
2025-07-26 17:41:44.132000+00:00,96.35,7
2025-07-26 14:34:25.443000+00:00,0.0,7
2025-07-26 14:34:58.229000+00:00,0.3,7
2025-07-26 14:35:02.417000+00:00,0.61,7
2025-07-26 14:46:19.669000+00:00,2.32,7
2025-07-26 14:34:15.560000+00:00,60.6,7
2025-07-26 14:46:20.007000+00:00,28.76,7
2025-07-26 14:47:15.457000+00:00,26.79,7
2025-07-26 14:56:43.265000+00:00,8.22,7
2025-07-26 14:47:31.604000+00:00,43.9,7
2025-07-26 14:46:17.717000+00:00,55.02,7
2025-07-26 14:56:35.242000+00:00,52.03,7
2025-07-26 14:35:27.531000+00:00,55.83,7
2025-07-26 14:46:20.169000+00:00,47.88,7
2025-07-26 14:56:53.565000+00:00,42.67,7
2025-07-26 14:35:04.805000+00:00,92.13,7
2025-07-26 14:46:17.759000+00:00,70.94,7
2025-07-26 14:57:20.908000+00:00,75.73,7
2025-07-26 14:44:03.285000+00:00,80.18,7
2025-07-26 14:35:03.282000+00:00,81.41,7
2025-07-26 14:46:51.963000+00:00,89.75,7
2025-07-26 14:24:25.774000+00:00,90.89,7
2025-07-26 14:33:56.080000+00:00,88.26,7
2025-07-26 13:20:58.979000+00:00,89.81,7
2025-07-26 13:21:21.073000+00:00,99.94,7
2025-07-26 14:34:16.665000+00:00,99.82,7
2025-07-26 13:30:30.051000+00:00,98.96,7
2025-07-26 13:33:18.855000+00:00,98.87,7
2025-07-26 13:44:14.747000+00:00,99.97,7
2025-07-26 13:43:42.001000+00:00,99.97,7
2025-07-24 17:55:17.243000+00:00,13.35,7
2025-07-24 17:57:43.025000+00:00,33.81,7
2025-07-24 17:57:48.579000+00:00,54.32,7
2025-07-24 17:57:40.695000+00:00,89.04,7
2025-07-24 17:57:30.544000+00:00,93.59,7
2025-07-24 17:55:35.787000+00:00,99.89,7
2025-07-24 17:55:25.759000+00:00,93.39,7
2025-07-24 17:58:17.028000+00:00,99.12,7
2025-07-24 17:55:42.986000+00:00,86.93,7
2025-07-24 17:56:16.072000+00:00,97.88,7
2025-07-24 17:56:36.040000+00:00,95.59,7
2025-07-24 17:58:26.053000+00:00,71.12,7
2025-07-24 17:55:43.585000+00:00,72.14,7
2025-07-24 17:56:24.223000+00:00,92.42,7
2025-07-24 17:58:07.574000+00:00,78.12,7
2025-07-24 17:57:35.136000+00:00,65.54,7
2025-07-24 17:57:39.204000+00:00,56.5,7
2025-07-24 17:55:37.015000+00:00,99.47,7
2025-07-24 17:54:59.244000+00:00,47.02,7
2025-07-24 17:56:52.112000+00:00,95.62,7
2025-07-24 17:57:34.025000+00:00,86.82,7
2025-07-24 17:57:04.836000+00:00,79.36,7
2025-07-24 17:54:56.092000+00:00,99.97,7
2025-07-24 17:55:59.540000+00:00,79.2,7
2025-07-24 17:55:21.830000+00:00,99.15,7
2025-07-24 17:57:37.239000+00:00,87.0,7
2025-07-24 17:57:22.419000+00:00,92.19,7
2025-07-24 17:56:24.725000+00:00,99.2,7
2025-07-24 17:56:32.021000+00:00,98.29,7
2025-07-24 17:57:25.521000+00:00,97.52,7
2025-07-24 17:57:38.621000+00:00,96.99,7
2025-07-24 17:57:40.183000+00:00,98.82,7
2025-07-24 17:57:47.240000+00:00,99.79,7
2025-07-24 17:55:49.248000+00:00,99.89,7
2025-07-24 17:57:56.627000+00:00,99.54,7
2025-07-24 17:57:33.726000+00:00,99.92,7
2025-07-23 17:37:49.656000+00:00,9.42,7
2025-07-23 17:37:05.459000+00:00,10.18,7
2025-07-23 17:37:16.606000+00:00,18.03,7
2025-07-23 17:41:35.429000+00:00,29.85,7
2025-07-23 17:34:55.864000+00:00,95.36,7
2025-07-23 17:34:42.341000+00:00,67.66,7
2025-07-23 17:36:18.187000+00:00,48.86,7
2025-07-23 17:36:24.979000+00:00,62.75,7
2025-07-23 17:34:43.298000+00:00,98.65,7
2025-07-23 17:34:49.151000+00:00,99.68,7
2025-07-23 17:35:10.503000+00:00,98.46,7
2025-07-23 17:35:43.148000+00:00,99.61,7
2025-07-23 17:36:14.248000+00:00,98.92,7
2025-07-23 17:35:30.104000+00:00,98.77,7
2025-07-23 17:36:04.547000+00:00,98.66,7
2025-07-23 17:35:58.685000+00:00,96.36,7
2025-07-23 17:33:19.942000+00:00,97.27,7
2025-07-23 17:34:08.723000+00:00,97.78,7
2025-07-23 17:35:57.564000+00:00,86.09,7
2025-07-23 17:34:17.052000+00:00,96.77,7
2025-07-23 17:34:33.640000+00:00,93.03,7
2025-07-23 17:34:37.396000+00:00,76.72,7
2025-07-23 17:35:53.227000+00:00,82.59,7
2025-07-23 17:35:26.194000+00:00,64.63,7
2025-07-22 16:54:43.554000+00:00,87.57,7
2025-07-22 16:52:18.143000+00:00,85.55,7
2025-07-22 16:57:07.069000+00:00,87.0,7
2025-07-22 16:53:06.399000+00:00,81.24,7
2025-07-22 17:03:37.410000+00:00,94.52,7
2025-07-22 16:53:27.998000+00:00,97.74,7
2025-07-22 16:53:37.207000+00:00,99.28,7
2025-07-22 16:52:46.156000+00:00,99.87,7
2025-07-22 16:51:53.768000+00:00,99.79,7
2025-07-22 16:54:21.282000+00:00,64.28,7
2025-07-22 16:39:38.879000+00:00,48.47,7
2025-07-22 16:53:18.110000+00:00,99.94,7
2025-07-22 16:54:14.519000+00:00,77.09,7
2025-07-22 16:52:39.606000+00:00,55.86,7
2025-07-22 16:54:48.680000+00:00,99.39,7
2025-07-22 17:05:02.378000+00:00,81.02,7
2025-07-22 16:52:42.214000+00:00,42.29,7
2025-07-22 17:08:33.285000+00:00,93.33,7
2025-07-22 17:04:10.775000+00:00,59.84,7
2025-07-22 16:52:49.612000+00:00,63.95,7
2025-07-21 17:11:08.469000+00:00,99.8,7
2025-07-21 17:13:08.181000+00:00,92.14,7
2025-07-21 17:11:06.097000+00:00,93.12,7
2025-07-21 17:10:43.288000+00:00,99.67,7
2025-07-21 17:10:28.682000+00:00,99.94,7
2025-07-21 17:11:35.233000+00:00,99.97,7
2025-07-21 17:15:00.390000+00:00,99.91,7
2025-07-21 17:10:43.362000+00:00,99.8,7
2025-07-21 17:11:09.876000+00:00,99.98,7
2025-07-21 17:10:39.564000+00:00,99.95,7
2025-07-21 17:10:55.555000+00:00,99.99,7
2025-07-21 16:18:19.432000+00:00,99.97,7
2025-07-21 16:20:10.940000+00:00,99.82,7
2025-07-21 16:18:28.353000+00:00,97.37,7
2025-07-21 16:18:32.846000+00:00,99.97,7
2025-07-21 16:19:37.697000+00:00,99.92,7
2025-07-21 16:19:07.638000+00:00,95.71,7
2025-07-21 16:18:36.916000+00:00,99.93,7
2025-07-21 16:19:27.114000+00:00,99.97,7
2025-07-21 16:18:36.641000+00:00,99.71,7
2025-07-21 16:18:23.851000+00:00,99.56,7
2025-07-21 16:19:38.675000+00:00,99.87,7
2025-07-21 16:18:37.956000+00:00,99.97,7
2025-07-21 16:18:22.500000+00:00,99.16,7
2025-07-21 16:18:44.720000+00:00,99.41,7
2025-07-21 16:18:31.005000+00:00,88.95,7
2025-07-21 16:18:38.918000+00:00,99.41,7
2025-07-19 18:04:59.749000+00:00,35.0,7
2025-07-19 18:05:26.827000+00:00,19.34,7
2025-07-19 18:05:22.833000+00:00,84.18,7
2025-07-19 18:05:13.775000+00:00,67.62,7
2025-07-19 18:04:36.792000+00:00,80.94,7
2025-07-19 18:05:06.088000+00:00,77.77,7
2025-07-19 18:05:42.061000+00:00,85.25,7
2025-07-19 18:04:31.607000+00:00,94.24,7
2025-07-19 18:06:57.666000+00:00,87.14,7
2025-07-19 18:03:34.201000+00:00,76.23,7
2025-07-19 18:04:11.284000+00:00,59.92,7
2025-07-19 18:04:41.084000+00:00,75.65,7
2025-07-19 18:05:40.931000+00:00,26.04,7
2025-07-19 18:04:25.243000+00:00,13.62,7
2025-07-19 18:07:02.885000+00:00,21.24,7
2025-07-19 18:06:11.019000+00:00,7.22,7
2025-07-19 18:05:26.824000+00:00,8.33,7
2025-07-19 18:06:01.910000+00:00,4.18,7
2025-07-19 18:06:17.282000+00:00,5.73,7
2025-07-19 18:06:02.695000+00:00,8.4,7
2025-07-19 15:07:11.503000+00:00,3.24,7
2025-07-19 15:08:29.234000+00:00,32.48,7
2025-07-19 15:07:43.398000+00:00,35.52,7
2025-07-19 15:08:17.360000+00:00,7.82,7
2025-07-19 15:08:40.065000+00:00,67.84,7
2025-07-19 14:43:57.172000+00:00,0.0,7
2025-07-19 15:10:12.276000+00:00,79.54,7
2025-07-19 15:17:16.474000+00:00,56.99,7
2025-07-19 14:57:32.307000+00:00,9.99,7
2025-07-19 15:07:32.081000+00:00,95.36,7
2025-07-19 15:08:17.925000+00:00,73.89,7
2025-07-19 15:26:20.988000+00:00,16.73,7
2025-07-19 15:09:28.689000+00:00,2.61,7
2025-07-19 15:10:48.658000+00:00,85.57,7
2025-07-19 15:09:44.909000+00:00,16.0,7
2025-07-19 15:18:23.179000+00:00,0.29,7
2025-07-19 15:09:33.646000+00:00,6.56,7
2025-07-19 14:55:27.661000+00:00,45.37,7
2025-07-19 14:57:21.138000+00:00,41.72,7
2025-07-19 15:19:45.939000+00:00,32.77,7
2025-07-19 15:18:46.030000+00:00,16.98,7
2025-07-19 15:09:06.305000+00:00,28.99,7
2025-07-19 15:09:09.723000+00:00,24.22,7
2025-07-19 15:22:58.488000+00:00,61.83,7
2025-07-19 15:26:21.259000+00:00,10.08,7
2025-07-19 15:19:18.456000+00:00,17.0,7
2025-07-19 15:18:04.322000+00:00,20.98,7
2025-07-19 15:09:33.841000+00:00,25.26,7
2025-07-19 15:17:11.433000+00:00,8.71,7
2025-07-19 15:07:27.218000+00:00,8.28,7
2025-07-19 15:09:17.983000+00:00,8.28,7
2025-07-19 15:19:41.912000+00:00,16.27,7
2025-07-19 15:07:28.935000+00:00,11.37,7
2025-07-19 15:19:51.066000+00:00,9.12,7
2025-07-19 15:17:16.564000+00:00,5.03,7
2025-07-19 15:16:28.986000+00:00,6.73,7
2025-07-17 16:43:12.494000+00:00,23.46,7
2025-07-17 16:40:50.010000+00:00,45.0,7
2025-07-17 16:41:17.326000+00:00,58.15,7
2025-07-17 16:40:10.769000+00:00,67.35,7
2025-07-17 16:40:08.979000+00:00,77.41,7
2025-07-17 16:39:14.556000+00:00,90.17,7
2025-07-17 16:39:52.057000+00:00,88.52,7
2025-07-17 16:40:13.673000+00:00,89.13,7
2025-07-17 16:41:22.971000+00:00,88.38,7
2025-07-17 16:42:02.635000+00:00,62.88,7
2025-07-17 16:41:06.119000+00:00,52.48,7
2025-07-17 16:42:03.161000+00:00,99.22,7
2025-07-17 16:43:50.926000+00:00,83.2,7
2025-07-17 16:38:47.626000+00:00,90.38,7
2025-07-17 16:39:50.185000+00:00,99.85,7
2025-07-17 16:40:36.718000+00:00,99.94,7
2025-07-17 16:42:07.501000+00:00,99.78,7
2025-07-17 16:39:53.990000+00:00,99.17,7
2025-07-17 16:42:42.945000+00:00,99.9,7
2025-07-16 16:49:49.292000+00:00,20.27,7
2025-07-16 16:50:02.381000+00:00,46.85,7
2025-07-16 16:53:28.151000+00:00,51.68,7
2025-07-16 16:54:31.455000+00:00,22.59,7
2025-07-16 16:50:36.137000+00:00,53.09,7
2025-07-16 16:49:47.692000+00:00,89.97,7
2025-07-16 16:52:36.458000+00:00,67.4,7
2025-07-16 16:53:30.914000+00:00,89.99,7
2025-07-16 16:51:01.500000+00:00,73.74,7
2025-07-16 16:53:36.965000+00:00,34.07,7
2025-07-16 16:54:05.560000+00:00,31.66,7
2025-07-16 16:51:04.617000+00:00,27.68,7
2025-07-16 16:52:18.497000+00:00,31.46,7
2025-07-16 16:51:36.941000+00:00,21.88,7
2025-07-16 16:52:34.102000+00:00,12.67,7
2025-07-16 16:59:20.754000+00:00,16.76,7
2025-07-16 16:53:24.236000+00:00,51.55,7
2025-07-16 16:49:50.346000+00:00,72.05,7
2025-07-16 16:53:10.085000+00:00,93.89,7
2025-07-16 16:55:04.415000+00:00,70.94,7
2025-07-16 16:50:52.427000+00:00,54.62,7
2025-07-16 16:53:26.244000+00:00,79.31,7
2025-07-16 16:52:08.689000+00:00,52.56,7
2025-07-16 16:53:14.349000+00:00,72.17,7
2025-07-16 16:54:04.538000+00:00,26.79,7
2025-07-16 16:54:45.624000+00:00,13.51,7
2025-07-16 16:53:17.543000+00:00,16.32,7
2025-07-16 16:52:10.442000+00:00,24.41,7
2025-07-16 16:55:47.841000+00:00,3.8,7
2025-07-16 16:53:55.110000+00:00,2.98,7
2025-07-16 16:52:55.891000+00:00,5.28,7
2025-07-16 16:52:48.256000+00:00,7.04,7
2025-07-16 16:52:11.006000+00:00,0.02,7
2025-07-16 16:52:55.607000+00:00,4.53,7
2025-07-16 16:55:06.019000+00:00,1.51,7
2025-07-16 16:53:38.551000+00:00,14.54,7
2025-07-16 14:32:31.265000+00:00,0.0,7
2025-07-16 14:42:26.069000+00:00,37.18,7
2025-07-16 14:43:44.296000+00:00,15.95,7
2025-07-16 14:45:30.168000+00:00,54.96,7
2025-07-16 14:43:08.881000+00:00,95.43,7
2025-07-16 14:45:39.078000+00:00,53.57,7
2025-07-16 14:54:18.809000+00:00,35.14,7
2025-07-16 14:53:35.942000+00:00,42.63,7
2025-07-16 14:42:42.894000+00:00,51.03,7
2025-07-16 14:54:33.898000+00:00,73.46,7
2025-07-16 14:44:09.370000+00:00,83.03,7
2025-07-16 14:43:46.007000+00:00,87.05,7
2025-07-16 14:44:00.404000+00:00,81.22,7
2025-07-16 14:54:45.300000+00:00,30.8,7
2025-07-16 14:45:26.520000+00:00,81.34,7
2025-07-16 14:53:49.659000+00:00,67.42,7
2025-07-16 14:55:58.528000+00:00,58.77,7
2025-07-16 14:43:15.464000+00:00,39.05,7
2025-07-16 14:43:08.467000+00:00,45.71,7
2025-07-16 14:46:41.638000+00:00,49.83,7
2025-07-16 14:42:15.980000+00:00,24.77,7
2025-07-16 14:42:46.344000+00:00,14.75,7
2025-07-16 14:55:09.704000+00:00,41.79,7
2025-07-16 14:46:02.513000+00:00,45.34,7
2025-07-16 14:52:53.917000+00:00,51.18,7
2025-07-14 23:15:51.631000+00:00,3.59,7
2025-07-14 23:18:36.906000+00:00,21.44,7
2025-07-14 23:21:24.202000+00:00,12.67,7
2025-07-14 23:17:58.294000+00:00,2.0,7
2025-07-14 23:15:21.495000+00:00,63.28,7
2025-07-14 23:16:01.968000+00:00,0.0,7
2025-07-14 23:20:14.691000+00:00,41.15,7
2025-07-14 23:25:06.025000+00:00,30.9,7
2025-07-14 23:15:27.085000+00:00,14.44,7
2025-07-14 23:17:11.155000+00:00,72.11,7
2025-07-14 23:18:35.051000+00:00,44.86,7
2025-07-14 23:18:59.925000+00:00,22.08,7
2025-07-14 23:15:10.688000+00:00,18.26,7
2025-07-14 23:18:01.116000+00:00,15.49,7
2025-07-14 23:17:29.614000+00:00,7.82,7
2025-07-14 23:16:19.125000+00:00,15.33,7
2025-07-14 23:16:41.376000+00:00,22.34,7
2025-07-14 23:17:19.755000+00:00,21.87,7
2025-07-14 23:16:25.903000+00:00,53.39,7
2025-07-14 23:17:44.151000+00:00,26.84,7
2025-07-14 23:19:53.466000+00:00,43.9,7
2025-07-14 23:17:37.096000+00:00,49.41,7
2025-07-14 23:17:02.851000+00:00,80.29,7
2025-07-14 23:16:44.726000+00:00,38.67,7
2025-07-14 23:19:06.135000+00:00,60.02,7
2025-07-14 23:18:18.176000+00:00,51.89,7
2025-07-14 23:17:00.798000+00:00,48.41,7
2025-07-14 23:19:37.686000+00:00,46.8,7
2025-07-14 23:14:58.582000+00:00,55.5,7
2025-07-14 23:17:43.221000+00:00,55.34,7
2025-07-14 23:18:56.107000+00:00,58.15,7
2025-07-14 23:16:35.233000+00:00,54.78,7
2025-07-14 23:18:08.109000+00:00,64.6,7
2025-07-14 23:20:40.191000+00:00,53.35,7
2025-07-14 23:18:25.439000+00:00,52.93,7
2025-07-14 23:20:02.826000+00:00,44.19,7
2025-07-13 15:09:59.786000+00:00,99.99,7
2025-07-13 15:05:56.404000+00:00,99.94,7
2025-07-13 15:05:13.537000+00:00,75.73,7
2025-07-13 15:08:00.917000+00:00,6.73,7
2025-07-13 15:10:42.396000+00:00,55.75,7
2025-07-13 15:06:51.624000+00:00,99.97,7
2025-07-13 15:08:24.868000+00:00,94.28,7
2025-07-13 15:06:12.492000+00:00,90.56,7
2025-07-13 15:07:39.247000+00:00,98.11,7
2025-07-13 15:05:20.512000+00:00,99.81,7
2025-07-13 15:06:07.792000+00:00,89.27,7
2025-07-13 15:08:28.589000+00:00,95.84,7
2025-07-13 15:05:03.736000+00:00,99.41,7
2025-07-13 15:06:15.416000+00:00,99.02,7
2025-07-13 15:04:50.055000+00:00,98.93,7
2025-07-13 15:06:18.230000+00:00,99.91,7
2025-07-13 14:57:05.994000+00:00,99.99,7
2025-07-13 15:04:36.759000+00:00,99.92,7
2025-07-13 15:09:08.999000+00:00,99.98,7
2025-07-13 15:06:02.104000+00:00,99.9,7
2025-07-12 15:28:18.892000+00:00,71.56,7
2025-07-12 15:16:28.923000+00:00,81.88,7
2025-07-12 15:17:14.127000+00:00,96.43,7
2025-07-12 15:16:57.723000+00:00,87.31,7
2025-07-12 15:28:10.850000+00:00,98.59,7
2025-07-12 15:16:13.379000+00:00,98.71,7
2025-07-12 15:17:15.644000+00:00,94.44,7
2025-07-12 15:17:19.353000+00:00,97.66,7
2025-07-12 15:18:06.086000+00:00,97.35,7
2025-07-12 15:26:23.104000+00:00,88.04,7
2025-07-12 15:15:55.111000+00:00,97.56,7
2025-07-12 15:28:08.734000+00:00,99.65,7
2025-07-12 15:25:55.609000+00:00,99.7,7
2025-07-12 15:15:58.300000+00:00,99.33,7
2025-07-12 15:28:00.028000+00:00,99.97,7
2025-07-12 15:17:47.887000+00:00,99.97,7
2025-07-12 15:14:40.856000+00:00,99.99,7
2025-07-12 15:27:24.971000+00:00,99.96,7
2025-07-12 15:30:47.608000+00:00,99.98,7
2025-07-11 18:08:23.977000+00:00,2.64,7
2025-07-11 18:09:13.656000+00:00,7.98,7
2025-07-11 18:07:31.113000+00:00,18.53,7
2025-07-11 18:08:56.873000+00:00,28.81,7
2025-07-11 18:08:10.363000+00:00,62.97,7
2025-07-11 18:09:51.133000+00:00,67.94,7
2025-07-11 18:10:11.076000+00:00,44.08,7
2025-07-11 18:11:07.033000+00:00,38.46,7
2025-07-11 18:09:39.122000+00:00,40.29,7
2025-07-11 18:08:16.834000+00:00,50.11,7
2025-07-11 18:09:38.983000+00:00,55.46,7
2025-07-11 18:07:48.682000+00:00,27.27,7
2025-07-11 18:09:06.241000+00:00,28.11,7
2025-07-11 18:09:17.759000+00:00,35.6,7
2025-07-11 18:07:58.650000+00:00,23.23,7
2025-07-11 18:09:27.174000+00:00,20.0,7
2025-07-11 18:08:18.823000+00:00,41.56,7
2025-07-11 18:10:18.882000+00:00,19.8,7
2025-07-11 18:09:27.705000+00:00,31.86,7
2025-07-11 18:10:51.717000+00:00,59.66,7
2025-07-11 18:07:45.713000+00:00,5.47,7
2025-07-11 18:08:49.249000+00:00,13.39,7
2025-08-31 16:46:44.221000+00:00,41.37,8
2025-08-31 16:43:22.573000+00:00,56.52,8
2025-08-31 16:57:39.872000+00:00,91.5,8
2025-08-31 16:42:24.104000+00:00,88.38,8
2025-08-31 16:43:47.178000+00:00,97.54,8
2025-08-31 16:42:38.409000+00:00,98.31,8
2025-08-31 16:58:28.102000+00:00,99.32,8
2025-08-31 16:42:34.209000+00:00,97.09,8
2025-08-31 16:56:48.710000+00:00,97.14,8
2025-08-31 16:45:12.061000+00:00,96.92,8
2025-08-31 16:45:36.133000+00:00,97.65,8
2025-08-31 16:47:27.783000+00:00,96.06,8
2025-08-31 16:44:17.581000+00:00,91.95,8
2025-08-31 16:44:33.693000+00:00,86.91,8
2025-08-31 16:57:39.118000+00:00,96.27,8
2025-08-31 16:56:55.985000+00:00,90.84,8
2025-08-31 16:45:58.958000+00:00,53.79,8
2025-08-31 16:56:58.077000+00:00,78.26,8
2025-08-31 16:56:00.368000+00:00,75.62,8
2025-08-31 16:44:14.040000+00:00,55.12,8
2025-09-01 19:10:54.420000+00:00,20.73,8
2025-09-01 19:18:47.055000+00:00,16.39,8
2025-09-01 19:19:16.672000+00:00,21.77,8
2025-09-01 19:14:43.500000+00:00,9.36,8
2025-09-01 19:15:52.324000+00:00,99.89,8
2025-09-01 19:19:51.850000+00:00,85.64,8
2025-09-01 19:16:02.545000+00:00,67.88,8
2025-09-01 19:22:24.477000+00:00,73.67,8
2025-09-01 19:18:07.791000+00:00,99.94,8
2025-09-01 19:11:53.419000+00:00,98.81,8
2025-09-01 19:11:04.341000+00:00,97.14,8
2025-09-01 19:18:03.935000+00:00,99.86,8
2025-09-01 19:20:00.925000+00:00,99.93,8
2025-09-01 19:11:37.454000+00:00,99.93,8
2025-09-01 19:13:38.293000+00:00,99.86,8
2025-09-01 19:11:29.674000+00:00,99.89,8
2025-09-01 19:20:28.869000+00:00,99.94,8
2025-09-01 19:19:31.205000+00:00,99.93,8
2025-09-01 19:19:52.418000+00:00,99.94,8
2025-09-01 19:15:39.817000+00:00,99.91,8
2025-09-01 19:16:34.913000+00:00,99.76,8
2025-09-01 19:17:31.411000+00:00,99.89,8
2025-09-01 19:19:13.835000+00:00,99.95,8
2025-09-01 19:17:02.512000+00:00,99.88,8
2025-09-01 19:12:31.651000+00:00,99.92,8
2025-08-28 20:41:58.851000+00:00,32.18,8
2025-08-28 20:44:02.956000+00:00,0.0,8
2025-08-28 20:41:46.544000+00:00,71.79,8
2025-08-28 20:39:06.831000+00:00,77.53,8
2025-08-28 20:47:10.309000+00:00,51.83,8
2025-08-28 20:39:06.934000+00:00,64.99,8
2025-08-28 20:45:51.293000+00:00,68.1,8
2025-08-28 20:46:55.102000+00:00,69.21,8
2025-08-28 20:42:53.053000+00:00,87.02,8
2025-08-28 20:48:17.611000+00:00,48.99,8
2025-08-28 20:36:25.592000+00:00,74.59,8
2025-08-28 20:44:43.298000+00:00,83.71,8
2025-08-28 20:36:29.126000+00:00,70.95,8
2025-08-28 20:44:08.926000+00:00,51.65,8
2025-08-28 20:45:05.332000+00:00,0.0,8
2025-08-28 20:42:24.882000+00:00,43.97,8
2025-08-28 20:42:20.387000+00:00,51.73,8
2025-08-28 20:41:02.692000+00:00,0.0,8
2025-08-28 20:46:24.047000+00:00,24.35,8
2025-08-28 20:40:00.640000+00:00,35.18,8
2025-08-29 04:55:27.196000+00:00,24.52,8
2025-08-28 19:58:53.081000+00:00,55.58,8
2025-08-29 00:34:28.328000+00:00,30.17,8
2025-08-29 00:37:40.438000+00:00,7.14,8
2025-08-28 16:38:44.347000+00:00,0.0,8
2025-08-28 19:58:57.639000+00:00,78.37,8
2025-08-28 19:59:17.708000+00:00,87.0,8
2025-08-28 19:57:38.792000+00:00,74.08,8
